text,scenario_id,standard_name,relevance,role,unit,source,group_id,split,training_angle
PLC01.窑尾含氧量.VALUE,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:plc_vendor_envelope,7ecda4e0c7a468a0,external_train,plc_vendor_envelope
PLC01.窑尾氧量.VALUE,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:plc_vendor_envelope,b8f7b8a2f657f1bf,external_train,plc_vendor_envelope
kiln.inlet.o2,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:separator_noise,e211ceeca797716c,external_train,separator_noise
kiln_inlet_o2(percent),cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:unit_parenthesis,9f5305c732df89ca,external_train,unit_parenthesis
kiln_inlet_o2__percent__AI,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:unit_channel_mix,523fad6678bd36ec,external_train,unit_channel_mix
kiln_inlet_o2_raw,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:case_and_suffix_noise,a120d09d7a37c889,external_train,case_and_suffix_noise
窑尾含氧量,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:separator_noise,c2662c57b580b43e,external_train,separator_noise
窑尾含氧量(percent),cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:unit_parenthesis,7fbc82243bd59bb1,external_train,unit_parenthesis
窑尾含氧量__percent__AI,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:unit_channel_mix,31857db9f02cfa47,external_train,unit_channel_mix
窑尾含氧量_raw,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:case_and_suffix_noise,4b2c70c4cd20abd8,external_train,case_and_suffix_noise
窑尾氧量,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:separator_noise,f8e717252824b165,external_train,separator_noise
窑尾氧量(percent),cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:unit_parenthesis,4569eb441cec2379,external_train,unit_parenthesis
窑尾氧量__percent__AI,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:unit_channel_mix,8dff3eb5530469c4,external_train,unit_channel_mix
窑尾氧量_raw,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,multi_angle:case_and_suffix_noise,decf7f48be3f466a,external_train,case_and_suffix_noise
2号线_窑入口温度_测点A12,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:equipment_channel_context,6f163e3acb7bc767,external_train,equipment_channel_context
2号线_窑尾温度_测点A12,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:equipment_channel_context,734b49fc8edafcc7,external_train,equipment_channel_context
2号线_窑尾烟室温度_测点A12,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:equipment_channel_context,732648749816de4c,external_train,equipment_channel_context
DCS-A-窑入口温度-PV-07,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:dcs_vendor_envelope,99a477346ce443f9,external_train,dcs_vendor_envelope
DCS-A-窑尾温度-PV-07,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:dcs_vendor_envelope,6fba6ace8c809976,external_train,dcs_vendor_envelope
DCS-A-窑尾烟室温度-PV-07,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:dcs_vendor_envelope,f0a19aa6667b921a,external_train,dcs_vendor_envelope
PLC01.窑入口温度.VALUE,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:plc_vendor_envelope,5b4f24a282d97def,external_train,plc_vendor_envelope
PLC01.窑尾温度.VALUE,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:plc_vendor_envelope,451fd3eda799e289,external_train,plc_vendor_envelope
PLC01.窑尾烟室温度.VALUE,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:plc_vendor_envelope,1bb102a81b0d6b50,external_train,plc_vendor_envelope
窑入口温度,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:separator_noise,5bc662dc30ff0966,external_train,separator_noise
窑入口温度(degC),cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:unit_parenthesis,a043f5c59c95be0d,external_train,unit_parenthesis
窑入口温度__degC__AI,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:unit_channel_mix,38c66e4d248cb9e0,external_train,unit_channel_mix
窑入口温度_raw,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:case_and_suffix_noise,21dd3a9a40f2ea54,external_train,case_and_suffix_noise
窑尾温度,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:separator_noise,bdfbf0d1b4ddbef5,external_train,separator_noise
窑尾温度(degC),cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:unit_parenthesis,fd3e6b757d7054ab,external_train,unit_parenthesis
窑尾温度__degC__AI,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:unit_channel_mix,aee2ae994afd1e8d,external_train,unit_channel_mix
窑尾温度_raw,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:case_and_suffix_noise,e654470f3e1e975c,external_train,case_and_suffix_noise
窑尾烟室温度,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:separator_noise,efa322ec707e2627,external_train,separator_noise
窑尾烟室温度(degC),cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:unit_parenthesis,94c798db5be5543c,external_train,unit_parenthesis
窑尾烟室温度__degC__AI,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:unit_channel_mix,8e52a485c6732110,external_train,unit_channel_mix
窑尾烟室温度_raw,cement_rotary_kiln,kiln_inlet_temperature,required,state,degC,multi_angle:case_and_suffix_noise,a26f1dce7bca23b5,external_train,case_and_suffix_noise
2号线_窑出口温度_测点A12,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:equipment_channel_context,f08afd08d339ad78,external_train,equipment_channel_context
2号线_窑头温度_测点A12,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:equipment_channel_context,f661b381cc3c0db3,external_train,equipment_channel_context
2号线_窑头罩温度_测点A12,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:equipment_channel_context,92a9a88633227578,external_train,equipment_channel_context
DCS-A-窑出口温度-PV-07,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:dcs_vendor_envelope,f039cd688f5c4c42,external_train,dcs_vendor_envelope
DCS-A-窑头温度-PV-07,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:dcs_vendor_envelope,58c18b2960a391c0,external_train,dcs_vendor_envelope
DCS-A-窑头罩温度-PV-07,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:dcs_vendor_envelope,43be14ed89ae6807,external_train,dcs_vendor_envelope
PLC01.窑出口温度.VALUE,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:plc_vendor_envelope,3062e5ae7050f9de,external_train,plc_vendor_envelope
PLC01.窑头温度.VALUE,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:plc_vendor_envelope,5e8e721f8b65f9a0,external_train,plc_vendor_envelope
PLC01.窑头罩温度.VALUE,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:plc_vendor_envelope,5b6e35e79da7dc02,external_train,plc_vendor_envelope
窑出口温度,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:separator_noise,9e1958da1c85a8a6,external_train,separator_noise
窑出口温度(degC),cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:unit_parenthesis,6c593ce70d4733b8,external_train,unit_parenthesis
窑出口温度__degC__AI,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:unit_channel_mix,b4ac5f473f9f849a,external_train,unit_channel_mix
窑出口温度_raw,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:case_and_suffix_noise,f8c71b2762d300fb,external_train,case_and_suffix_noise
窑头温度,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:separator_noise,78a660ac50a7f952,external_train,separator_noise
窑头温度(degC),cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:unit_parenthesis,1e2e5217f05b81df,external_train,unit_parenthesis
窑头温度__degC__AI,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:unit_channel_mix,4896a570f3a1afcd,external_train,unit_channel_mix
窑头温度_raw,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:case_and_suffix_noise,9a888a9a0e149977,external_train,case_and_suffix_noise
窑头罩温度,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:separator_noise,b5f67baee299ef6b,external_train,separator_noise
窑头罩温度(degC),cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:unit_parenthesis,2e88b0843cdeaa71,external_train,unit_parenthesis
窑头罩温度__degC__AI,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:unit_channel_mix,0c78b455f1ffec34,external_train,unit_channel_mix
窑头罩温度_raw,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,multi_angle:case_and_suffix_noise,f63763c2ce58c42b,external_train,case_and_suffix_noise
2号线_KILN_SPEED_测点A12,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:equipment_channel_context,349154b16c178588,external_train,equipment_channel_context
2号线_kiln_speed_测点A12,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:equipment_channel_context,1f4d4e563fecd953,external_train,equipment_channel_context
2号线_回转窑转速_测点A12,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:equipment_channel_context,a3a8a9d610f83bf0,external_train,equipment_channel_context
2号线_窑转速_测点A12,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:equipment_channel_context,bf75b688095b03fe,external_train,equipment_channel_context
DCS-A-KILN_SPEED-PV-07,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:dcs_vendor_envelope,f2a8147aaeb524f7,external_train,dcs_vendor_envelope
DCS-A-kiln_speed-PV-07,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:dcs_vendor_envelope,f69a52367a12e6a8,external_train,dcs_vendor_envelope
DCS-A-回转窑转速-PV-07,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:dcs_vendor_envelope,1d62c2ab07a37048,external_train,dcs_vendor_envelope
DCS-A-窑转速-PV-07,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:dcs_vendor_envelope,3826906adbc706e3,external_train,dcs_vendor_envelope
KILN.SPEED,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:separator_noise,228e5c0f3177724c,external_train,separator_noise
KILN_SPEED(rpm),cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:unit_parenthesis,5e231e65d7860ce3,external_train,unit_parenthesis
KILN_SPEED__rpm__AI,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:unit_channel_mix,9a4c60002a7c6974,external_train,unit_channel_mix
PLC01.KILN_SPEED.VALUE,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:plc_vendor_envelope,f5c5dcf3379f8298,external_train,plc_vendor_envelope
PLC01.kiln_speed.VALUE,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:plc_vendor_envelope,066a725cceff68b5,external_train,plc_vendor_envelope
PLC01.回转窑转速.VALUE,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:plc_vendor_envelope,6e9caec3df08bed5,external_train,plc_vendor_envelope
PLC01.窑转速.VALUE,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:plc_vendor_envelope,89b11665579a2c9d,external_train,plc_vendor_envelope
kiln.speed,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:separator_noise,5edb4ab75584e2d9,external_train,separator_noise
kiln_speed(rpm),cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:unit_parenthesis,f6be04d7165b3cb6,external_train,unit_parenthesis
kiln_speed__rpm__AI,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:unit_channel_mix,4d70c2651f9a7f3e,external_train,unit_channel_mix
kiln_speed_raw,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:case_and_suffix_noise,9883a52cb2911667,external_train,case_and_suffix_noise
回转窑转速,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:separator_noise,48864e6d3dca5bb6,external_train,separator_noise
回转窑转速(rpm),cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:unit_parenthesis,3f2606f0bc0f8a8f,external_train,unit_parenthesis
回转窑转速__rpm__AI,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:unit_channel_mix,eb622b1d27c0aafe,external_train,unit_channel_mix
回转窑转速_raw,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:case_and_suffix_noise,79cf44d735057725,external_train,case_and_suffix_noise
窑转速,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:separator_noise,f13dc6212b66cd97,external_train,separator_noise
窑转速(rpm),cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:unit_parenthesis,b55bf8e3bf5e4400,external_train,unit_parenthesis
窑转速__rpm__AI,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:unit_channel_mix,65f2fc24d5b826d0,external_train,unit_channel_mix
窑转速_raw,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,multi_angle:case_and_suffix_noise,59ebbc74ce1eea51,external_train,case_and_suffix_noise
2号线_C1出口温度_测点A12,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:equipment_channel_context,931092702b04fdac,external_train,equipment_channel_context
2号线_PREHEATER_EXIT_TEMP_测点A12,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:equipment_channel_context,3780e4862f54a0ed,external_train,equipment_channel_context
2号线_预热器出口温度_测点A12,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:equipment_channel_context,b644537e7ae9459a,external_train,equipment_channel_context
C1出口温度,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:separator_noise,0a4d089b4b6890d1,external_train,separator_noise
C1出口温度(degC),cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:unit_parenthesis,8f8b10e066180abe,external_train,unit_parenthesis
C1出口温度__degC__AI,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:unit_channel_mix,4f4f7bebc3615210,external_train,unit_channel_mix
DCS-A-C1出口温度-PV-07,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:dcs_vendor_envelope,100fca70a3f2232f,external_train,dcs_vendor_envelope
DCS-A-PREHEATER_EXIT_TEMP-PV-07,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:dcs_vendor_envelope,d8ae020b2500d230,external_train,dcs_vendor_envelope
DCS-A-预热器出口温度-PV-07,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:dcs_vendor_envelope,9fb7b6d3c4c497f9,external_train,dcs_vendor_envelope
PLC01.C1出口温度.VALUE,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:plc_vendor_envelope,173345796847847b,external_train,plc_vendor_envelope
PLC01.PREHEATER_EXIT_TEMP.VALUE,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:plc_vendor_envelope,934ef45b93db4165,external_train,plc_vendor_envelope
PLC01.预热器出口温度.VALUE,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:plc_vendor_envelope,267d4dc7df353f83,external_train,plc_vendor_envelope
PREHEATER.EXIT.TEMP,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:separator_noise,151b301a5fb15cb7,external_train,separator_noise
PREHEATER_EXIT_TEMP(degC),cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:unit_parenthesis,e821416f9a177463,external_train,unit_parenthesis
PREHEATER_EXIT_TEMP__degC__AI,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:unit_channel_mix,48d74c2bb08db517,external_train,unit_channel_mix
c1出口温度_raw,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:case_and_suffix_noise,24e3f07329782469,external_train,case_and_suffix_noise
preheater_exit_temp_raw,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:case_and_suffix_noise,1a06c30b28e18d3d,external_train,case_and_suffix_noise
预热器出口温度,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:separator_noise,5e3158459adfd5cd,external_train,separator_noise
预热器出口温度(degC),cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:unit_parenthesis,6d535f0e83c88d44,external_train,unit_parenthesis
预热器出口温度__degC__AI,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:unit_channel_mix,cc2a9d615607a2eb,external_train,unit_channel_mix
预热器出口温度_raw,cement_rotary_kiln,preheater_exit_temperature,useful,state,degC,multi_angle:case_and_suffix_noise,2dfcbc4b59491018,external_train,case_and_suffix_noise
2号线_raw_meal_feed_测点A12,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,multi_angle:equipment_channel_context,e979ab96e17a8009,external_train,equipment_channel_context
2号线_喂料量_测点A12,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,multi_angle:equipment_channel_context,7a59bf08e811f616,external_train,equipment_channel_context
